file_name,state,inference_transcript,transcript,reviewed_transcript,url,created_at,submitted_at,reviewed_at,audio_duration,original_id
STT_GR_0035_0642_1744528_to_1747184,submitted,ཞོ་ལམ་ཐོག་ད་ ཨོ་དེ་གྲོགས་པོ་བྱས་ནསད། གྲོགས་པོ་བྱས་རེདེ།  ,ཞོར་ལ་ཐུག་ན། ཨོ་དེ་གྲོགས་པོ་བྱས་ནས། གྲོགས་པོ་བྱེད་རེད་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0642_1744528_to_1747184.wav,2025-06-20 16:42:28.134,2025-07-27 06:28:33.326,,2.656,STT_GR_0035
STT_GR_0070_0005_55110_to_56562,submitted,ཞེ་སྡང་ས་བོན་འདྲ་བོ་,ཞེ་སྡང་གི་ས་བོན་འདྲ་བོ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0070_0005_55110_to_56562.wav,2025-08-13 17:20:19.435,2025-08-15 14:35:36.407,,1.452,STT_GR_0070
STT_GR_0034_1044_3045304_to_3047096,submitted,ང་དེ་ནས་ལོང་ཆོ་དྲག་ཕེབས་ཡོད་མ་རེད།  ,ང་ཚོ་ལ་ལོངས་སྤྱོད་འདྲ་ཕན་གྱི་ཡོད་མ་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1044_3045304_to_3047096.wav,2025-06-20 16:42:28.134,2025-07-24 12:14:46.854,,1.792,STT_GR_0034
STT_GR_0034_1026_3001176_to_3005720,submitted,ཞོགས་ཀ་ཡིན་ཆེན་པོ་ྱི་སྟབ་སྦྱོར་ྱིི་ག་བ་དེ་བྲིས་ྱས། དགོ་དག་ྱེ་བ་པ་ད་ཕར་བྲིས་དེ།  ,ཞོགས་ཀས་ཡིན་གཅིག་མིན་གཅིག་དལ་སྦྱོར་རྙེད་དཀའ་དེ་དྲན་ཟེར། དགོང་ད་འཆི་བ་མི་རྟག་པ་དེ་དྲན་ཟེར་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1026_3001176_to_3005720.wav,2025-06-20 16:42:28.134,2025-07-24 12:07:57.383,,4.544,STT_GR_0034
STT_GR_0034_1036_3025528_to_3027608,submitted,ས་གཅིག་ག་འགྲོ་ཐུབ་གི་རེད་བ། མ་གི་ལུས་དེ་འགྲོ་དེ།  ,སུ་གཅིག་གིས་སྒྲོལ་ཐུབ་ཀྱི་ཡོད་མ་རེད། མིའི་ལུས་འདིས་སྒྲོལ་ཐུབ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1036_3025528_to_3027608.wav,2025-06-20 16:42:28.134,2025-07-24 12:10:40.568,,2.08,STT_GR_0034
STT_GR_0034_1078_3115128_to_3121112,submitted,མདུད་སྡའི་ཚབས་ྱད་མོ་རྟག་པར་ཟག་སྐྱའི་ཚབས་ྱད་སྡུག་བསྔལ་རྒྱུད། བཡང་ངིས་དེ་ཕར་ཞི་བའོ་དེ་ལ་སོགས་པ།  ,འདུ་བྱེད་ཐམས་ཅད་མི་རྟག་པ།། ཟག་བཅས་ཐམས་ཅད་སྡུག་བསྔལ་རྒྱུ།། མྱ་ངན་འདས་པ་ཞི་བའོ་དེ་ལ་སོགས་པ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1078_3115128_to_3121112.wav,2025-06-20 16:42:28.134,2025-07-24 12:35:15.749,,5.984,STT_GR_0034
STT_GR_0034_1086_3139532_to_3141708,submitted,སོག་གསུང་དཔེ་གསུམ་དེ།  ,བསགས་སྲུང་སྤེལ་གསུམ་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1086_3139532_to_3141708.wav,2025-06-20 16:42:28.134,2025-07-24 12:53:19.551,,2.176,STT_GR_0034
STT_GR_0034_1087_3141964_to_3143180,submitted,ཚུར་བསག་དགོས་ཀི་རེད་ཟེ།  ,ཚུར་བསག་དགོས་ཀྱི་རེད་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1087_3141964_to_3143180.wav,2025-06-20 16:42:28.134,2025-07-24 12:53:45.906,,1.216,STT_GR_0034
STT_GR_0034_1088_3143532_to_3145036,submitted,ཕར་བསྡད་རྒྱོ་ལ་ཚིན་ནག་ཡོད་རེད།  ,ཕར་འཛད་རྒྱུར་སེར་སྣ་ཡོད་རེད་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1088_3143532_to_3145036.wav,2025-06-20 16:42:28.134,2025-07-24 12:54:07.366,,1.504,STT_GR_0034
STT_GR_0034_1092_3151308_to_3153132,submitted,གསུང་དེ། དེ་གསུང་སྐྱོ་བྱེད་དགོས་པ་རེད་ཟེ།  ,སྲུང་ཟེར་ན། དེ་སྲུང་སྐྱོབས་བྱེད་དགོས་རེད་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1092_3151308_to_3153132.wav,2025-06-20 16:42:28.134,2025-07-24 12:55:21.345,,1.824,STT_GR_0034
STT_GR_0034_1093_3153324_to_3155628,submitted,ཏོག་དེ་གོང་འཕར་ལ་མ་གྲོག་སྐྱི་སུན་སྐྱེད་དགོསར།  ,ད་དེ་གོ་སྐབས་ལ་མ་གཏོགས་བསྐྱེད་བསྲིང་བྱེད་དགོས་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1093_3153324_to_3155628.wav,2025-06-20 16:42:28.134,2025-07-24 12:55:59.045,,2.304,STT_GR_0034
STT_GR_0034_1098_3166028_to_3170988,submitted,ཚོག་ཁ་གཅིག་ཀྱང་མི་ལིགས་ཉི་མ་རེད།་ལས་ཀ་ལ་ཁག་ཟོག་དེ་མ་ཚ་། ཁོ་ཚོ་གྱིད་པོ་བསྡད་རེད་བ། དེ།  ,ཚོང་ཁང་གཅིག་རྐྱང་མེད་ནས་ཉིན་མ་རེ་རེར་ལས་ཀ་ལས་ཁ་གསོ་ཐུབ་ཀྱང་མ་ཐུབ་ཀྱང་། ཁོང་ཚོ་སྐྱིད་པོར་བསྡད་ཡོད་རེད་བ། དེ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1098_3166028_to_3170988.wav,2025-06-20 16:42:28.134,2025-07-24 13:58:58.174,,4.96,STT_GR_0034
STT_GR_0034_1099_3171980_to_3173900,submitted,ཚག་སོང་། སབད་སོལ་བ་དེ་ལ།  ,ཆག་སོང་། དཔེར་ན་སེམས་ལ་བརྟེན་ནས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1099_3171980_to_3173900.wav,2025-06-20 16:42:28.134,2025-07-24 13:59:27.230,,1.92,STT_GR_0034
STT_GR_0034_1085_3136044_to_3138700,submitted,མ་རེད་ཟེ། གསུགས་པོར་ཧྲི་ལས་སྡུག་བསྔལ་བྱེད་དགོས་རེད་ཟེ།  ,མ་རེད་ཟེར། ཕྱུག་པོ་སུ་ལས་སྡུག་བསྔལ་ཆེ་དགོས་རེད་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1085_3136044_to_3138700.wav,2025-06-20 16:42:28.134,2025-07-24 12:52:45.349,,2.656,STT_GR_0034
STT_GR_0034_1091_3148812_to_3150700,submitted,ཕར་གཅིག་གཏོང་དགོས་དེ་དེ་སྡུག་བསྔལ་རེད་ཟེ།  ,ཕར་གཅིག་གཏོང་དགོས་ཟེར་ན་སྡུག་བསྔལ་རེད་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1091_3148812_to_3150700.wav,2025-06-20 16:42:28.134,2025-07-24 12:54:58.968,,1.888,STT_GR_0034
STT_GR_0034_1095_3157164_to_3159212,submitted,དཔེརུ་དེ་ལ་དེ་རྗེ་མང་ལ་མ་འགྲོ་ན་དཔེར་ན།  ,སྤེལ་ཟེར་ན། འདི་ཇེ་མང་ལ་མ་འགྲོ་ན་དཔེར་ན།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1095_3157164_to_3159212.wav,2025-06-20 16:42:28.134,2025-07-24 12:56:19.773,,2.048,STT_GR_0034
STT_GR_0037_1444_4177352_to_4179432,submitted,འབྲོག་ཧྲོར་དོ་དུ་ཡོ་པ་གཅིག་རྒྱོག་ལ་ཀ་ེ།  ,འགྲོ་ཀུན་དོན་དུ་ཡོན་ཏན་འབྱུང་གནས་ཆེ་ཟེར་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_1444_4177352_to_4179432.wav,2025-06-20 16:42:43.783,2025-08-03 08:28:43.786,,2.08,STT_GR_0037
STT_GR_0034_1104_3181676_to_3183084,submitted,དེ་སྡུ་སྐད་ཚོགས་དྲ་འདུ་ག་ཞུས།  ,དེ་སྡུག་སྐད་ཚོར་འགྲོ་དུས་ང་ཚོ་ཡང་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1104_3181676_to_3183084.wav,2025-06-20 16:42:28.134,2025-07-24 14:00:58.894,,1.408,STT_GR_0034
STT_GR_0034_1120_3211500_to_3220500,submitted,དེ་ལ་རྩིན་ལན་ྱིག་རེད། ད་ལྟ་ཁོ་སུག་པོ་ཡུ་དོག་པ་མེ་ཏོག་དེ། ཨ། དེ་ལྟ་བ་ཅིས་ནས་དེ་རིང་ད་སེག་པོའི་གྲ་དུས་ཨོ།  ,དེ་ལ་བརྟེན་ནས་དེ་ནས། ད་ལྟ་ཁོ་ཕྱུག་པོ་ཡོད་སྡུག དབུལས་པོ་མེད་སྡུག་ཟེར། དེ་ལྟ་བུ་བྱས་ནས་དེ་ནས་ད་སེམས་ཀྱི་གྲུ་འདི་ཨོ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1120_3211500_to_3220500.wav,2025-06-20 16:42:28.134,2025-07-24 14:06:14.329,,9.0,STT_GR_0034
STT_GR_0034_1124_3239948_to_3245292,submitted,དེའི་ཚོགས་དེ་རེད། ཕ་ར་ཏི་སི་པ་སོགས་ཀི་གསལ་མ་བཏང་ན། ལབ་ག་ལ་ག་ར་རེ་ཟེར་ན་ དེ་ལ་མགྱོག་ཐ་པ་གཅིག་ལ།  ,འདི་བསོགས་དེ་ནས། ཕ་རོལ་ཏུ་ཕྱིན་པ་སོགས་ཀྱི་བསམ་བློ་གཏང་ན། རང་གིས་ལས་ག་རེ་བྱེད་ན་དེ་ལ་འཇུག་ཐུབ་པ་བྱས་ན།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1124_3239948_to_3245292.wav,2025-06-20 16:42:28.134,2025-07-24 14:10:32.764,,5.344,STT_GR_0034
STT_GR_0034_1125_3245516_to_3248492,submitted,དེ་སགྲ་སད། མ་ཡུལ་དགྲ་ཆགས་ཀི་ཡོད་རེད། སེབ་ཀི་སགྲ་དེ་དགོས་ཀི་ཡོད་རེད།  ,དེ་ལས་གྲུ་དེ། མིའི་གྲུ་ཆགས་ཀྱི་ཡོད་རེད། སེམས་ཀྱི་གྲུ་དེ་དགོས་ཀྱི་ཡོད་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1125_3245516_to_3248492.wav,2025-06-20 16:42:28.134,2025-07-24 14:10:59.384,,2.976,STT_GR_0034
STT_GR_0034_1133_3261356_to_3263116,submitted,གྲང་སམ་གི་སྒོ་ནས་གསོ་གིས་ཡོད་རེད།  ,གྲངས་གསུམ་གྱི་སྒོ་ནས་གསུང་གི་ཡོད་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1133_3261356_to_3263116.wav,2025-06-20 16:42:28.134,2025-07-24 14:13:37.285,,1.76,STT_GR_0034
STT_GR_0034_1134_3264044_to_3268652,submitted,དཔེ་ཅི་གསུང་མ ད་ང་དཔེ་ཨ། དཔེ་ཅིག་གི་ཐག་བྱད་ཐོག། དེ་ཡིད་ལ་བསྡད་ཐག་པ་མི་འདུག ,དཔེ་ཞིག་གསུངས་ཡོད་རེད། ད་ང་དཔེ། ཨ། དཔེ་འདི་འདིས་ཐང་ཆད་འགྲོ། དེ་ནས་ཡིད་ལ་བསྡད་ཐུབ་ཀྱི་མི་འདུག,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1134_3264044_to_3268652.wav,2025-06-20 16:42:28.134,2025-07-24 14:27:21.598,,4.608,STT_GR_0034
STT_GR_0034_1116_3201644_to_3205452,submitted,ཟབ་རྩག་གི་འབྲེལ་བ་སབད་ཚོར་ན། མི་ཚག་དེ་རྒྱུ་ལོ་རྒྱུ་གི་ཕེལ་ཐ་ཡོད་མ་རེད།  ,བྱམས་བརྩེའི་འབྲེལ་བ་མེད་སོང་ན། མི་ཚང་དེར་རྒྱུ་ལོངས་སྤྱོད་ཀྱིས་ཕན་ཐབས་ཡོད་མ་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1116_3201644_to_3205452.wav,2025-06-20 16:42:28.134,2025-07-24 14:04:04.051,,3.808,STT_GR_0034
STT_GR_0034_1130_3254572_to_3258508,submitted,ཨེ། ལུས་ཀི་གྲོ་གཅིག་པོལ་རྡབ་སྐྱོར་གྲི་གཅིག་ གཉིད་བཀག་ཐོབ་བསྡད་དུས།  ,ཨེ། ལུས་ཀྱི་གྲུ་གཅིག་པོ་ཡིན་ན། དལ་སྦྱོར་གྲུ་ཆེན་སྙེད་དཀའ་ཐོབ་དུས་འདིར་ཟེར་  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1130_3254572_to_3258508.wav,2025-06-20 16:42:28.134,2025-07-24 14:12:59.119,,3.936,STT_GR_0034
STT_GR_0034_1146_3292016_to_3294736,submitted,ད་ཡི་བ་རེ་ལ་འཁྱུག ཟ་པ་དང་དེ་བགས་ག་ཆས་བྱད་ཀི་འདུག ,ད་ཉིན་མ་རེ་རེར་ཁྱོད་བྱམས་པ་དང་སྙིང་རྗེ་ག་ཚོད་སྐྱེ་གི་འདུག,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1146_3292016_to_3294736.wav,2025-06-20 16:42:28.134,2025-07-24 15:30:49.992,,2.72,STT_GR_0034
STT_GR_0034_1148_3298319_to_3301040,submitted,ཧ་རྒྱག་ནས་ངོ་ྱང་ ཧ་ཅག་དེ་ལོ་ཉི་གི་སྐར་མ་དང་།  ,ཧ་ཅང་ཉུང་ཉུང་ཧ་ཅང་ཉུང་ཉུང་། ཉིན་གྱི་སྐར་མ་ལྟར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1148_3298319_to_3301040.wav,2025-06-20 16:42:28.134,2025-07-24 15:31:57.308,,2.721,STT_GR_0034
STT_GR_0034_1633_4658752_to_4663104,submitted,དེ་ནས་མ་འགྲབ་ལ་ཡ་སྐྱེ་ཡ་ཧང་མ་རང་གི་སེར་ནག་གི་ལས་རེད་བྱས། ལས་ཀི་ཐོག་ལ་བསམ་བློ་བཏང་ྱི།  ,དེ་ནས་མ་འགྲུབ་ན་ཡང་སྐྱེ་བ་སྔོན་མ་རང་གི་སེར་སྣའི་ལས་རེད་ཟེར། ལས་ཀྱི་ཐོག་ལ་བསམ་བློ་བཏང་ནས།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1633_4658752_to_4663104.wav,2025-06-20 16:42:28.134,2025-07-25 06:54:33.790,,4.352,STT_GR_0034
STT_GR_0034_1634_4663424_to_4665344,submitted,དེ་དེ་ཡ་ཚོགས་པ་ཐམ་ཅད་ར་བསྒྲུབ།  ,དེ་ནས་དེ་ལ་སོགས་པ་ཐམས་ཅད་ལས་གྲུབ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1634_4663424_to_4665344.wav,2025-06-20 16:42:28.134,2025-07-25 06:54:54.911,,1.92,STT_GR_0034
STT_GR_0034_1645_4685568_to_4687552,submitted,ཨེ་ནཚེམ་དེ་དེ་རྒྱབ་དུ་ལེས་ཡོང་པོ་ཡོད་རེད།  ,དེ་སེམས་དེ་དེ་མཉམ་དུ་སླེབ་ཡོང་གི་ཡོད་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1645_4685568_to_4687552.wav,2025-06-20 16:42:28.134,2025-07-25 06:57:29.886,,1.984,STT_GR_0034
STT_GR_0037_0348_962152_to_963592,submitted,འདས་ལོ་དངུ་མའི་བཙོན་པ་དེ་རེད།  ,གནས་ལུགས་དངོས་གནས་རྟོགས་ན་འདི་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_0348_962152_to_963592.wav,2025-06-20 16:42:43.783,2025-08-01 14:05:25.888,,1.44,STT_GR_0037
STT_GR_0037_0367_994824_to_995464,submitted,འཕྲོད་པ་ཙ།  ,འཕྲོད་པ་དང་།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_0367_994824_to_995464.wav,2025-06-20 16:42:43.783,2025-08-01 14:11:29.875,,0.64,STT_GR_0037
STT_GR_0037_0368_995528_to_996296,submitted,ྲོཙི།  ,གྲོལ་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0037_0368_995528_to_996296.wav,2025-06-20 16:42:43.783,2025-08-01 14:11:38.589,,0.768,STT_GR_0037
STT_GR_0035_0031_72604_to_73820,submitted,དེ་དེ་ཐབ་ཅད་ད་རེང།  ,དེ་ནས་དེ་ཐམས་ཅད་དེ་ནས།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0031_72604_to_73820.wav,2025-06-20 16:42:28.134,2025-07-26 07:16:01.991,,1.216,STT_GR_0035
STT_GR_0035_0042_96988_to_98300,submitted,དེ་ནས་བདག་པོའ་ཆུ་ཡ་དེ་ནས།  ,དེ་ནས་དམ་པའི་ཆོས་ལ་བརྟེན་ནས།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0042_96988_to_98300.wav,2025-06-20 16:42:28.134,2025-07-26 07:19:12.911,,1.312,STT_GR_0035
STT_GR_0035_0043_98396_to_100988,submitted,ཨ། དེ་རང་ཡིག་ཕུན་གི་བློ་གཙོ་བར་རྒྱད་མྱི་དེ་རིང།  ,ཨ། དེ་ནས་གཞན་ཕན་གྱི་བློ་གཙོ་བོ་བྱེད་ན་དེ་ནས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0043_98396_to_100988.wav,2025-06-20 16:42:28.134,2025-07-26 07:19:37.017,,2.592,STT_GR_0035
STT_GR_0035_1825_4970384_to_4974480,submitted,ཨ། བཟང་ཕྱོག་ཀི་སས་བོས་བྱིས་པ་ྡད་ཁི་དེ་ནས། ཨ།  ,ཨ། བྱང་ཆུབ་ཀྱི་སེམས་ཞེས་པ་འདིས་དེ་ནས། ཨེ།,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_1825_4970384_to_4974480.wav,2025-06-20 16:42:28.134,2025-08-28 07:09:42.135,,4.096,STT_GR_0035
STT_GR_0035_0048_109564_to_116892,submitted,ཨ། དེ་རིང་རང་གཅིག་གཉིས་ཀི་གདོང་གྱིད་ད་ སེམས་ཀྱི་པ་ཡོད། སེམས་ྐྱིད་ལ་དེ་རེད། ཟམ་པ་དང་ཉུས་བརཅ་ཡོད་པ་དེ་རེད། སེམས་གཅིད་ཐབས་ཅད་ལ་ཕུལ་པ་དང་བསྡད་པའི་ཆེད་དུ།  ,ཨ། དེ་ནས་རང་གཞན་གཉིས་ཀྱི་དོན་བྱེད་པའི་སེམས་བསྐྱེད་པ་ལ་སེམས་ཅན་ལ་བརྟེན་ནས། བྱམས་པ་དང་སྙིང་རྗེས་དེ་ནས། སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པ་དང་བདེ་བའི་ཆེད་དུ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0048_109564_to_116892.wav,2025-06-20 16:42:28.134,2025-07-26 07:24:18.142,,7.328,STT_GR_0035
STT_GR_0035_0089_194364_to_197756,submitted,ཨ། བཟང་པོར་གྱུར་པའི་སྨོན་ལམ་ནང་ལ་སུང་ཡོད་རེད། སྨོན་ལམ་སྨོན་ལ།  ,ཨ། བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་ནང་ལ་གསུངས་ཡོད་རེད། སྨོན་ལམ་ནང་ལ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0089_194364_to_197756.wav,2025-06-20 16:42:28.134,2025-07-26 07:40:06.581,,3.392,STT_GR_0035
STT_GR_0035_0121_269744_to_271824,submitted,དཀར་པོ་འགས་བ་ལས་བྱས། ཕར་ཐབ་དད་ཐེབ་ཙ་བུ།  ,དཀར་པོ་དགེ་བའི་ལས་བྱེད་པ་ཐམས་ཅད་དེ་ལྟ་བུ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0121_269744_to_271824.wav,2025-06-20 16:42:28.134,2025-07-26 07:50:50.333,,2.08,STT_GR_0035
STT_GR_0035_0137_300720_to_302063,submitted,ཐབ་ཅོད་ལ། ཡིན་ནས་དེ་རེད།  ,ཐམས་ཅད་ལ། བརྟེན་ནས་འདི་རེད་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0137_300720_to_302063.wav,2025-06-20 16:42:28.134,2025-07-26 09:41:52.245,,1.343,STT_GR_0035
STT_GR_0035_0155_338672_to_340624,submitted,དེ་ན་ཡང་དེ་ཕར་ཕྱེར་རེད། རྒྱུན་ཡོང་གི་ཡོད་རེད།  ,དེ་ནས་ཡང་དེ་བར་ཆད་ནས་བརྒྱུད་ཡོང་གི་ཡོད་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0155_338672_to_340624.wav,2025-06-20 16:42:28.134,2025-07-26 09:47:29.485,,1.952,STT_GR_0035
STT_GR_0035_0036_80572_to_87324,submitted,ཨེ། ཤིས་ཙ་དེ་ས་ཚད་ཁ་ཁ་ལ། ད་པ་ཆུ་བཞི་པ་དུ་སེམས་དང་འབྲེལ་བ་ཡོད་རེད། སེམས་ཀི་ནང་ན་དེ་རེད་ག་རེ་ལྟརེ།  ,ཨེ། ཤེས་ཙམ་གྱི་དེ་ཐམས་ཅད་ཁག་ཁག་རེད། དམ་པའི་ཆོས་ཞེས་པ་དེ་སེམས་དང་འབྲེལ་བ་ཡོད་རེད། སེམས་ཀྱི་ནང་ནས་དེ་ནས་ག་རེད།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0036_80572_to_87324.wav,2025-06-20 16:42:28.134,2025-07-26 07:17:47.815,,6.752,STT_GR_0035
STT_GR_0035_0038_88988_to_89628,submitted,ད་ལྟ་ ,ད་ལྟ་ ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0038_88988_to_89628.wav,2025-06-20 16:42:28.134,2025-07-26 07:17:56.112,,0.64,STT_GR_0035
STT_GR_0035_0045_102332_to_104092,submitted,ཨེ། ཀུན་མཆོག་གསུམ་ལ་བརྒྱབས་སོང་བ།  ,ཨེ། དཀོན་མཆོག་གསུམ་ལ་སྐྱབས་སུ་སོང་བ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0045_102332_to_104092.wav,2025-06-20 16:42:28.134,2025-07-26 07:19:53.684,,1.76,STT_GR_0035
STT_GR_0035_0046_104316_to_105532,submitted,སྐྱབས་སུ་འགྲོ་བ་དེ་དྲ།  ,སྐྱབས་སུ་འགྲོ་བ་ཟེར་ནས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0046_104316_to_105532.wav,2025-06-20 16:42:28.134,2025-07-26 07:20:03.584,,1.216,STT_GR_0035
STT_GR_0035_0047_105884_to_109212,submitted,སྡུག་བསྔལ་ལ་རྒྱབ་པ་འདུག མགོ་མཆོག་དུ་ལ་རྒྱ་ཚུ་འགྲོ་ག། སེམ་གཅིག་པར་དེའི་ནང།  ,སྡུག་བསྔལ་ལས་སྐྱབས་པར་འདོད་པའི་དཀོན་མཆོག་གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ། སེམས་ཞེས་པ་འདི་ལ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0047_105884_to_109212.wav,2025-06-20 16:42:28.134,2025-07-26 07:20:57.917,,3.328,STT_GR_0035
STT_GR_0035_1824_4967920_to_4970160,submitted,ཨ་ད་དེ་ཐབས་ཅིད་ལབ་ནས་ཟའ་ཕྱུག་ཚམ་པའི་ ,ཨ་ད་དེ་ཐམས་ཅད་ལ་དེ་ནས་བྱང་ཆུབ་སེམས་པའི་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_1824_4967920_to_4970160.wav,2025-06-20 16:42:28.134,2025-07-29 07:58:54.100,,2.24,STT_GR_0035
STT_GR_0035_1829_4982704_to_4985200,submitted,ཨ། སློབ་མ་ཁ་ཤས་ཀི་ལམ་ད་ྔ་ཡི།  ,ཨ། སློབ་མ་ཁ་ཤས་ཀྱིས་ལབ་ན་ངས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_1829_4982704_to_4985200.wav,2025-06-20 16:42:28.134,2025-07-29 08:01:15.572,,2.496,STT_GR_0035
STT_GR_0035_0552_1530764_to_1531660,submitted,འགོ་ཚོགས་པ་དེ་རེད།  ,འགོ་ཚུགས་པ་དེ་ཚེ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0552_1530764_to_1531660.wav,2025-06-20 16:42:28.134,2025-07-26 14:27:15.704,,0.896,STT_GR_0035
STT_GR_0034_1080_3123032_to_3125432,submitted,མདོག་ལ་འཁོར་བ་གི་སྡུག་གས་ཤེས་པར་སྀད་དེའ་བར་ལ།  ,མདོར་ན་འཁོར་བའི་སྡུག་བསྔལ་ཤེས་པར་བྱ་ཞེས་པ་དེ་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1080_3123032_to_3125432.wav,2025-06-20 16:42:28.134,2025-07-24 12:35:56.644,,2.4,STT_GR_0034
STT_GR_0035_0643_1747568_to_1749616,submitted,པུ་གུ་གཅིག་ཨོ་དེ་རང་གི་པུ་གུ་བྱེས་ཡོད་རེད་ཟེ།  ,པུ་གུ་གཅིག་ཡོད་ན། ཨོ་དེ་རང་གི་པུ་གུ་བྱས་ཡོད་རེད་ཟེར།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0643_1747568_to_1749616.wav,2025-06-20 16:42:28.134,2025-07-27 06:28:51.024,,2.048,STT_GR_0035
STT_GR_0035_0056_132284_to_133244,submitted,ཨེ་ཧེ།  ,ཨེ་ཧེ།  ,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0056_132284_to_133244.wav,2025-06-20 16:42:28.134,2025-07-26 07:26:11.773,,0.96,STT_GR_0035
STT_GR_0035_0063_145884_to_149084,submitted,ཧྲག་རྒྱད་ཙི་མ་རེད་མྱི་དེ་མི་མང་ཆག་ཀི་ཡོད་རེད། དེ་བཀམ་མ་དེ་ལེས།  ,སངས་རྒྱས་ཞེས་པ་ཉེ་རིང་མེད་པར་ཆགས་ཀྱི་ཡོད་རེད། འདིའི་སྐབས་ནས་དེ་ནས་,,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0035_0063_145884_to_149084.wav,2025-06-20 16:42:28.134,2025-07-26 07:28:30.538,,3.2,STT_GR_0035
